Date,Zip code,# in Group,# New,# Returns,Temperature,Weather
9/11/2016,11216,2,,2,81,Sunny
9/11/2016,11201,4,,4,81,Sunny
9/11/2016,11225,2,2,,81,Sunny
9/11/2016,11218,2,2,,81,Sunny
9/11/2016,11201,3,,3,81,Sunny
9/11/2016,11201,2,,2,81,Sunny
9/11/2016,90024,1,1,,81,Sunny
9/13/2016,80134,2,,2,80,partly cloudy
9/13/2016,11201,4,,4,80,partly cloudy
9/13/2016,11201,2,,2,80,partly cloudy
9/13/2016,11201,2,1,1,80,partly cloudy
9/13/2016,11201,3,,3,80,partly cloudy
9/13/2016,11105,2,1,1,80,partly cloudy
9/13/2016,11201,4,,4,80,partly cloudy
9/13/2016,11201,4,,4,80,partly cloudy
9/13/2016,11201,3,,3,80,partly cloudy
9/13/2016,11201,2,,2,80,partly cloudy
9/13/2016,11201,2,,2,80,partly cloudy
9/13/2016,11205,2,2,,80,partly cloudy
9/13/2016,11201,2,,2,80,partly cloudy
9/13/2016,11201,3,,3,80,partly cloudy
9/13/2016,11201,4,,4,80,partly cloudy
9/17/2016,11230,3,3,,75,Sunny
9/17/2016,11214,3,,3,75,Sunny
9/17/2016,Czeck Republic,4,4,,75,Sunny
9/17/2016,11231,3,3,,75,Sunny
9/17/2016,11235,4,,4,75,Sunny
9/17/2016,10595,2,2,,75,Sunny
9/17/2016,11238,3,,3,75,Sunny
9/17/2016,11226,3,3,,75,Sunny
9/17/2016,96828,2,2,,75,Sunny
9/17/2016,11219,2,2,,75,Sunny
9/17/2016,Sweden ,3,3,,75,Sunny
9/17/2016,11235,3,,3,75,Sunny
9/17/2016,11233,2,,2,75,Sunny
9/17/2016,11209,4,4,,75,Sunny
9/17/2016,11235,3,3,,75,Sunny
9/17/2016,11214,2,,2,75,Sunny
9/17/2016,20744,2,2,,75,Sunny
9/17/2016,11358,8,8,,75,Sunny
9/17/2016,11201,1,,1,75,Sunny
9/17/2016,10065,2,2,,75,Sunny
9/17/2016,11206,2,2,,75,Sunny
9/17/2016,11201,2,2,,75,Sunny
9/17/2016,11218,3,3,,75,Sunny
9/17/2016,11201,6,,6,75,Sunny
9/17/2016,11213,2,2,,75,Sunny
9/17/2016,11231,2,2,,75,Sunny
9/17/2016,10282,4,4,,75,Sunny
9/17/2016,,2,2,,75,Sunny
9/17/2016,11201,4,,4,75,Sunny
9/17/2016,11238,2,2,,75,Sunny
9/17/2016,10040,2,2,,75,Sunny
9/17/2016,10466,2,2,,75,Sunny
9/17/2016,11201,2,,2,75,Sunny
9/18/2016,paraguay,1,1,,81,overcast
9/18/2016,11753,1,1,,81,overcast
9/18/2016,11231,3,3,,81,overcast
9/18/2016,11201,2,2,,81,overcast
9/18/2016,11213,3,3,,81,overcast
9/18/2016,11218,2,2,,81,overcast
9/18/2016,11201,3,,3,81,overcast
9/18/2016,11201,4,,4,81,overcast
9/18/2016,11201,4,,4,81,overcast
9/18/2016,11226,2,2,,81,overcast
9/18/2016,11201,3,,3,81,overcast
9/18/2016,11229,1,1,,81,overcast
9/18/2016,7405,1,1,,81,overcast
9/18/2016,10024,1,1,,81,overcast
9/18/2016,11418,3,3,,81,overcast
9/18/2016,11238,4,4,,81,overcast
9/18/2016,33180,1,1,,81,overcast
9/18/2016,11205,5,5,,81,overcast
9/18/2016,7304,4,4,,81,overcast
9/18/2016,11205,2,2,,81,overcast
9/18/2016,11201,4,4,,81,overcast
9/18/2016,11201,4,4,,81,overcast
9/18/2016,11215,3,3,,81,overcast
9/18/2016,11201,3,,3,81,overcast
9/18/2016,11216,6,6,,81,overcast
9/18/2016,11222,3,,3,81,overcast
9/18/2016,11201,5,2,3,81,overcast
9/18/2016,11231,2,2,,81,overcast
9/18/2016,11201,3,2,1,81,overcast
9/20/2016,11201,5,3,2,79,cloudy
9/20/2016,11201,3,,3,79,cloudy
9/20/2016,11201,2,,2,79,cloudy
9/20/2016,11201,2,,2,79,cloudy
9/20/2016,11201,3,,2,79,cloudy
9/20/2016,11201,2,,2,79,cloudy
9/20/2016,11201,2,,2,79,cloudy
9/20/2016,11201,6,,6,79,cloudy
9/20/2016,11201,2,,2,79,cloudy
9/20/2016,11101,2,2,,79,cloudy
9/20/2016,11231,4,4,,79,cloudy
9/20/2016,11201,7,1,6,79,cloudy
9/20/2016,11201,3,,3,79,cloudy
9/20/2016,11201,3,,3,79,cloudy
9/22/2016,11225,2,2,,83,Sunny
9/22/2016,11201,2,,2,83,Sunny
9/22/2016,11105,2,1,1,83,Sunny
9/22/2016,10009,2,2,,83,Sunny
9/22/2016,11201,3,,3,83,Sunny
9/22/2016,11218,3,3,,83,Sunny
9/22/2016,11201,3,,3,83,Sunny
9/22/2016,7020,2,2,,83,Sunny
9/22/2016,11223,2,2,,83,Sunny
9/22/2016,11201,8,,8,83,Sunny
9/22/2016,11201,3,3,,83,Sunny
9/24/2016,11217,3,,3,61,sunny
9/24/2016,11234,5,5,,61,sunny
9/24/2016,11201,3,,3,61,sunny
9/24/2016,11201,3,,3,61,sunny
9/24/2016,11201,2,2,,61,sunny
9/24/2016,7102,4,4,,61,sunny
9/24/2016,11201,3,3,,61,sunny
9/24/2016,11373,7,7,,61,sunny
9/24/2016,11201,3,,3,61,sunny
9/24/2016,11201,4,,4,61,sunny
9/24/2016,19121,2,2,,61,sunny
9/24/2016,11201,2,,2,61,sunny
9/24/2016,11201,2,,2,61,sunny
9/24/2016,Japan,2,2,,61,sunny
9/24/2016,11215,4,4,,61,sunny
9/24/2016,11218,2,2,,61,sunny
9/24/2016,11215,2,2,,61,sunny
9/24/2016,11216,3,3,,61,sunny
9/24/2016,11201,2,,2,61,sunny
9/24/2016,10003,2,2,,61,sunny
9/24/2016,11201,3,,3,61,sunny
9/24/2016,11201,4,4,,61,sunny
9/24/2016,11201,5,,5,61,sunny
9/24/2016,7302,2,2,,61,sunny
9/25/2016,10006,4,4,,73,Sunny
9/25/2016,11201,2,,2,73,Sunny
9/25/2016,11217,1,1,,73,Sunny
9/25/2016,11230,3,,3,73,Sunny
9/25/2016,10312,3,3,,73,Sunny
9/25/2016,7950,2,2,,73,Sunny
9/25/2016,11231,2,2,,73,Sunny
9/25/2016,11215,4,4,,73,Sunny
9/25/2016,11215,1,1,,73,Sunny
9/25/2016,10002,2,2,,73,Sunny
9/25/2016,6907,1,1,,73,Sunny
9/25/2016,11201,8,2,6,73,Sunny
9/25/2016,11249,2,2,,73,Sunny
9/25/2016,11230,2,2,,73,Sunny
9/25/2016,10030,1,1,,73,Sunny
9/25/2016,11201,4,,4,73,Sunny
9/25/2016,11201,2,2,,73,Sunny
9/25/2016,11201,3,,3,73,Sunny
9/25/2016,11101,7,7,,73,Sunny
9/25/2016,11217,2,,2,73,Sunny
9/25/2016,10014,3,3,,73,Sunny
9/25/2016,11215,2,2,,73,Sunny
9/25/2016,11201,3,,3,73,Sunny
9/25/2016,11217,2,2,,73,Sunny
9/25/2016,11213,3,,3,73,Sunny
9/25/2016,11201,3,,3,73,Sunny
9/25/2016,11366,4,,4,73,Sunny
9/27/2016,10003,1,1,,72,Sunny
9/27/2016,11104,1,1,,72,Sunny
9/27/2016,11201,5,,5,72,Sunny
9/27/2016,11201,2,,2,72,Sunny
9/27/2016,11237,2,2,,72,Sunny
9/27/2016,11201,2,,2,72,Sunny
9/27/2016,11201,2,,2,72,Sunny
9/27/2016,11201,3,,3,72,Sunny
9/27/2016,11201,2,2,,72,Sunny
9/27/2016,11201,2,2,,72,Sunny
9/27/2016,11201,3,3,,72,Sunny
9/27/2016,11201,2,,2,72,Sunny
9/27/2016,11201,2,,2,72,Sunny
9/27/2016,11201,2,,2,72,Sunny
9/27/2016,11201,3,,3,72,Sunny
9/27/2016,11201,3,,3,72,Sunny
9/27/2016,11201,3,,3,72,Sunny
9/29/2016,11201,1,,1,,
9/29/2016,98115,1,1,,,
9/29/2016,11201,4,,4,,
9/29/2016,11201,2,,2,,
9/29/2016,11201,2,,2,,
9/29/2016,11201,2,,2,,
9/29/2016,11201,4,,4,,
9/29/2016,11201,2,2,,,
10/1/2016,10453,2,1,1,,
,30281,1,1,,,
,11201,4,,4,,
,11204,2,2,,,
,11201,2,,2,,
,11218,4,4,,,
,11204,1,1,,,
,11201,2,2,,,
,11373,2,2,,,
,TIDES ,10,10,,,
,11218,3,3,,,
,11219,3,3,,,
,7302,2,2,,,
,2140,2,2,,,
,11201,2,,2,,
,11201,3,,3,,
,11208,3,3,,,
,11201,2,,2,,
,20818,2,2,,,
,2879,1,1,,,
,6896,1,1,,,
,11201/Paris,2,1,1,,
,11201,4,,4,,
,11201,2,,2,,
,11501,3,3,,,
10/2/2016,11201,2,,2,65,overcast
,11201,3,,3,,
,11201,3,3,,,
,11201,4,4,,,
,11201,3,,3,,
,11201,2,1,1,,
,10065,1,,1,,
,Sweeden,12,12,,,
,11201,2,2,,,
,11205,3,3,,,
,11211,2,2,,,
,11205,3,3,,,
,11021,4,1,3,,
,10016,4,4,,,
,8742,5,5,,,
,11201,4,,4,,
,10470,3,3,,,
,11201,3,3,,,
,10032,3,3,,,
,11231,4,4,,,
,11210,2,2,,,
,11201,3,3,,,
,11377,2,2,,,
,10960,1,1,,,
,11219,3,3,,,
,11201,3,,3,,
,11201,2,,2,,
,11218,3,3,,,
,11201,3,,3,,
,11201,2,2,,,
,11231,3,3,,,
,11201,2,2,,,
,11215,3,3,,,
,11201,2,,2,,
,11201,3,,3,,
10/4/2016,11374,2,2,,71,Sunny
,11201,3,1,,,
,11201,4,,4,,
,11201,4,,4,,
,11233,2,2,,,
,11216,3,,3,,
,11201,2,,2,,
,11225,2,2,,,
,11201,4,4,,,
,11219,2,2,,,
,11201,2,,2,,
,11201,2,,2,,
,11201,2,,2,,
,11214,2,2,,,
,11201,2,,2,,
,11201,2,,2,,
,11218,4,4,,,
,11201,3,,3,,
,11201,2,,2,,
,11201,2,1,1,,
10/6/2016,11201,2,,2,72,Sunny
,11201,2,2,,,
,11201,2,,2,,
,11379,2,2,,,
,11201,2,,2,,
,11221,2,2,,,
,11201,2,,2,,
,11201,3,,3,,
,11201,3,,3,,
,11201,3,,3,,
,11201,1,1,,,
,11201,2,,2,,
,11201,3,,3,,
10/8/2016,11201,6,3,3,70,Cloudy
,11201,3,3,,,
,Canada,2,2,,,
,11215,4,,4,,
,11215,2,2,,,
,11215,2,2,,,
,11206,1,1,,,
,11201,2,2,,,
,11205,2,,2,,
,11226,3,2,1,,
,11232,4,,4,,
,10003,3,3,,,
,UK,1,1,,,
,11201,2,,2,,
,11231,2,2,,,
,11201,4,4,,,
,91107,4,4,,,
,11238,1,1,,,
,10003,1,1,,,
,11201,2,,2,,
10/9/2016,11201,2,,2,55,rainy
,11201,2,2,,,
,85748,2,2,,,
,11201,2,,2,,
,11231,2,2,,,
,11201,3,,3,,
,11201,3,,3,,
,11226,3,3,,,
,7904,1,,1,,
,10025,1,1,,,
,Germany,3,3,,,
,10566,3,3,,,
,11201,3,,3,,
,11201,3,,3,,
,11201,3,1,2,,
,11238,2,2,,,
,11225,1,1,,,
,11201,2,,2,,
,11201,4,,4,,
,11201,2,2,,,
,11201,2,,2,,
,Argentina,2,2,,,
10/11/2016,11201,5,,5,,
,11201,3,3,,,
,11201,2,,2,,
,11201,3,,3,,
,11201,2,,2,,
,11201,2,2,,,
,11201,2,,2,,
,11201,3,,3,,
10/13/2016,11201,3,,3,,
,11201,3,,3,,
,11201,2,2,,,
,11201,2,2,,,
,11201,5,,5,,
,11201,3,1,2,,
,11201,2,2,,,
,11201,2,,2,,
,11201,2,,2,,
,11201,2,2,,,
,92101,2,2,,,
10/15/2016,11210,4,,4,62,sunny
,11217,3,2,,,
,11229,1,1,,,
,11217,3,3,,,
,Uruguay,4,4,,,
,11249,2,2,,,
,11221,2,2,,,
,11215,3,3,,,
,11216,2,,2,,
,11218,2,2,,,
,11201,2,2,,,
,11201,5,,5,,
,11201,2,2,,,
,10306,3,3,,,
,11201,2,,2,,
,11209,4,,4,,
,11231,4,4,,,
,11201,4,4,,,
,11201,2,2,,,
,10017,1,1,,,
,10027,1,1,,,
,11365,5,5,,,
,Denmark ,2,2,,,
,11201,3,,3,,
,11217,4,4,,,
,94610,3,3,,,
,11223,3,1,3,,
,11373,2,2,,,
,11201,3,,3,,
,11201,2,,2,,
10/16/2016,11201,3,,3,65,cloudy
,11109,3,,3,,
,10128,4,,4,,
,11210,2,,2,,
,10140,2,2,,,
,11210,2,1,1,,
,10040,3,3,,,
,11201,2,2,,,
,11201,3,,3,,
,7621,5,5,,,
,10520,3,3,,,
,11201,3,3,,,
,10280,2,2,,,
,10004,2,2,,,
,11201,2,,2,,
,11201,2,,2,,
,,3,3,,,
,New Jersey,5,5,,,
,7481,6,4,2,,
,11201,2,,2,,
,11201,4,4,,,
,11222,3,3,,,
,11201,5,3,2,,
,11575,5,5,,,
,10002,2,2,,,
,11201,3,,3,,
,11201,2,,2,,
,10305,5,5,,,
,11201,2,,2,,
,10012,3,3,,,
,20170,2,2,,,
,11201,3,,3,,
,11231,2,2,,,
,11201,5,,5,,
,11231,4,,4,,
,11201,3,3,,,
,11201,4,4,,,
10/18/2016,11201,3,1,2,82,sunny
,11201,10,2,8,,
,11201,2,,2,,
,11218,2,2,,,
,11201,2,,2,,
,11201,2,,2,,
,11201,3,,3,,
,11201,2,,2,,
,11201,2,,2,,
,11201,2,,2,,
,11201,2,,2,,
,Norway,2,2,,,
10/20/2016,11201,2,,2,,
,11201,2,,2,,
,11201,2,,2,,
,11211,2,2,,,
,11211,2,2,,,
,11208,8,8,,,
,11218,8,8,,,
,11201,2,,2,,
,11201,2,,2,,
,11201,4,,4,,
,11201,2,,2,,
,11223,2,,2,,
,11201,2,,2,,
,11218,2,,2,,
,11219,4,4,,,
,11201,3,3,,,
,11201,2,2,  ,,
,11201,2, ,2,,
10/22/2016,89166,1,1,,46,raining
,11201,3,,3,,
,11201,2,2,,,
,11201,2,2,,,
,11201,2,,2,,
,11201,2,,2,,
,11231,4,,4,,
,8037,13,13,,,
,11201,2,2,,,
,11201,3,,3,,
,10014,3,3,,,
,11201,3,,3,,
,33143,3,3,,,
,11201,2,,2,,
,11215,3,3,,,
,11201,2,,2,,
10/23/2016,11201,6,6,,57,sunny
,11229,4,,4,,
,10280,8,8,,,
,11201,3,,3,,
,11205,4,4,,,
,11220,2,2,,,
,11215,2,2,,,
,11231,3,3,,,
,11201,2,,2,,
,11226,2,,2,,
,11101,2,2,,,
,11238,2,2,,,
,10009,3,3,,,
,Australia,2,2,,,
,England,4,4,,,
,11201,4,4,,,
,7032,1,1,,,
,11218,3,3,,,
,11221,3,3,,,
,11231,2,2,,,
,8701,,,,,
,11201,2,2,,,
,11201,2,,2,,
,11206,2,2,,,
,11201,2,2,,,
,11205,3,3,,,
,Japan,3,3,,,
,Italy,2,2,,,
,10024,6,6,,,
,11249,2,,2,,
10/25/2016,11201,2,,2,54,partly cloudy 
,11201,3,,3,,
,11201,2,,2,,
,11201,2,,2,,
,11201,2,,2,,
,11201,3,,3,,
,11201,3,,3,,
,11201,3,1,2,,
,11201,3,,3,,
,11201,3,,3,,
,11201,3,,3,,
,10022,2,2,,,
,11201,4,,4,,
, ,,,,,
10/27/2016,11201,2,,2,,
,11201,3,,3,,
,11201,6,,6,,
,11201,2,,2,,
,11201,2,,2,,
,11201,2,,2,,
,11215,2,2,,,
,11201,2,,2,,
,11201,2,,2,,
,11218,2,2,,,
10/29/2016,11219,2,2,,54,Sunny
,11201,3,,3,,
,10701,2,2,,,
,11201,3,,3,,
,11201,2,2,,,
,11201,3,,3,,
,11201,4,,4,,
,11201,2,,2,,
,10002,2,2,,,
,10460,2,2,,,
,11212,5,5,,,
,11305,3,3,,,
,11233,6,4,2,,
,11201,2,,2,,
,11201,2,,2,,
,11201,2,,2,,
,11220,1,1,,,
,96734,4,4,,,
10/30/2016,11215,4,4,,73,Sunny
,11237,3,3,,,
,11215,4,4,,,
,20008,5,3,2,,
,11201,2,1,1,,
,11201,1,1,,,
,1230,4,4,,,
,11231,2,2,,,
,11201,2,,2,,
,11217,2,2,,,
,11201,3,3,,,
,11201,3,3,,,
,11209,4,4,,,
,11201,3,,3,,
,11231,4,4,,,
,11201,2,,2,,
,11414,3,3,,,
,11201,2,2,,,
,45601,4,3,1,,
,11201,2,,2,,
,11238,2,2,,,
,11205,6,6,,,
,Canada,1,1,,,
,11210,2,2,,,
,11230,2,2,,,
,11229,4,4,,,
,11231,2,2,,,
,11229,3,,3,,
,10031,1,1,,,
,11205,1,1,,,
11/1/2016,,,,,60,sunny 
,11201,2,,2,60,sunny 
,11216,2,2,,60,sunny 
,11201,2,2,,60,sunny 
,11201,2,,2,60,sunny 
,11201,2,,2,60,sunny 
,11201,3,,3,60,sunny 
,11201,2,,2,60,sunny 
,11201,2,,2,60,sunny 
,11201,4,,4,60,sunny 
,11201,2,1,1,60,sunny 
,11201,2,,2,60,sunny 
,11201,3,,3,60,sunny 
,11201,2,,2,60,sunny 
,11201,2,,2,60,sunny 
,11201,3,,3,60,sunny 
,11201,3,,3,60,sunny 
11/3/2016,11201,2,,2,70,cloudy
,11201,2,,2,70,cloudy
,11201,3,,3,70,cloudy
,11201,2,,2,70,cloudy
,11228,3,3,,70,cloudy
,11201,2,,2,70,cloudy
,11201,2,,2,70,cloudy
,11211,2,2,,70,cloudy
11/5/2016,29101,5,5,,59,sunny
,11201,3,3,,59,sunny
,10002,4,4,,59,sunny
,20009,2,2,,59,sunny
,17666,1,1,,59,sunny
,11223,3,3,,59,sunny
,11235,2,,2,59,sunny
,6825,2,2,,59,sunny
,11203,2,2,,59,sunny
,11201,2,,2,59,sunny
,11201,1,1,,59,sunny
,11233,4,1,3,59,sunny
,11234,2,2,,59,sunny
,11201,3,,3,59,sunny
,11220,2,2,,59,sunny
,11220,2,2,,59,sunny
,11218,2,2,,59,sunny
,11215,1,1,,59,sunny
,11201,2,2,,59,sunny
,11236,2,2,,59,sunny
,11030,2,2,,59,sunny
,10014,3,3,,59,sunny
,11201,3,3,,59,sunny
,11231,2,2,,59,sunny
,10005,3,3,,59,sunny
,10463,4,4,,59,sunny
,10016,1,1,,59,sunny
,11373,6,4,2,59,sunny
,11217,2,,2,59,sunny
,11201,2,,2,59,sunny
,11201,2,2,,59,sunny
,11201,2,,2,59,sunny
11/6/2016,11201,4,,4,58,sunny
,11229,4,4,,58,sunny
,11201,2,,2,58,sunny
,11231,2,2,,58,sunny
,11215,4,4,,58,sunny
,11201,4,3,1,58,sunny
,11201,3,,3,58,sunny
,11210,2,,2,58,sunny
,11417,3,3,,58,sunny
,11201,2,,2,58,sunny
,11201,2,1,1,58,sunny
,11238,3,,3,58,sunny
,60626,2,2,,58,sunny
,11201,4,4,,58,sunny
,11201,2,,2,58,sunny
,11217,2,,2,58,sunny
,10583,4,4,,58,sunny
,11201,3,,3,58,sunny
,11201,2,,2,58,sunny
,11201,3,,3,58,sunny
,11201,3,,3,58,sunny
,11218,3,3,,58,sunny
,11201,2,,2,58,sunny
,11201,2,,2,58,sunny
,11201,5,5,,58,sunny
,11201,3,,3,58,sunny
,11201,3,,3,58,sunny
,11201,3,,3,58,sunny
,11231,3,,3,58,sunny
,11201,3,,3,58,sunny
11/8/2016,11385,2,2,,62,sunny
,11201,3,3,,62,sunny
,11201,4,,4,62,sunny
,11201,3,,3,62,sunny
,11201,5,,5,62,sunny
,11201,3,,3,62,sunny
,11215,3,3,,62,sunny
,11201,3,,3,62,sunny
,11201,3,3,,62,sunny
,11217,2,2,,62,sunny
,11215,2,2,,62,sunny
,11201,2,,2,62,sunny
,France ,2,2,,62,sunny
,11201,2,,2,62,sunny
,11201,3,,3,62,sunny
,11201,2,,2,62,sunny
,11201,3,,3,62,sunny
,11215,3,3,,62,sunny
,11201,3,,3,62,sunny
,11201,3,,3,62,sunny
,11201,3,,3,62,sunny
,11205,2,2,,62,sunny
,11201,3,,3,62,sunny
11/10/2016,11201,3,,3,55,Sunny
,11201,2,,2,55,Sunny
,11201,2,,2,55,Sunny
,11201,2,2,,55,Sunny
,11201,3,,3,55,Sunny
,11201,3,,3,55,Sunny
,11201,2,,2,55,Sunny
,11201,2,,2,55,Sunny
,10467,4,4,,55,Sunny
,11201,2,,2,55,Sunny
,11201,2,,2,55,Sunny
,11201,2, ,2,55,Sunny
11/12/2016,11201,3,3,,49,Sunny/windy
,19004,1,1,,49,Sunny/windy
,67005,1,1,,49,Sunny/windy
,11201,4,,4,49,Sunny/windy
,11215,4,,4,49,Sunny/windy
,Scotland,2,2,,49,Sunny/windy
,11215,7,,7,49,Sunny/windy
,11201,3,3,,49,Sunny/windy
,Korea,2,2,,49,Sunny/windy
,6426,4,4,,49,Sunny/windy
,11201,2,,2,49,Sunny/windy
,6753,1,1,,49,Sunny/windy
,,2,2,,49,Sunny/windy
,11231,1,,1,49,Sunny/windy
,32266,1,1,,49,Sunny/windy
,49066,1,1,,49,Sunny/windy
,10027,3,3,,49,Sunny/windy
,11201,2,2,,49,Sunny/windy
,10038,3,3,,49,Sunny/windy
,11231,4,4,,49,Sunny/windy
,11201,3,1,2,49,Sunny/windy
,11201,1,1,,49,Sunny/windy
,11201,1,1,,49,Sunny/windy
,11201,2,,2,49,Sunny/windy
,11418,4,4,,49,Sunny/windy
,11238,3,3,,49,Sunny/windy
,10453,2,2,,49,Sunny/windy
,11201,4,4,,49,Sunny/windy
,11218,2,2,,49,Sunny/windy
,8033,3,3,,49,Sunny/windy
,11201,2,,2,49,Sunny/windy
,11201,2,2,,49,Sunny/windy
,11201,2,,2,49,Sunny/windy
11/13/2016,11201,3,,3,58,sunny
,15201,2,2,,58,sunny
,11230,2,2,,58,sunny
,11201,2,,2,58,sunny
,Florida,3,3,,58,sunny
,11201,3,3,,58,sunny
,Italy,1,1,,58,sunny
,11223,6,6,,58,sunny
,10027,1,1,,58,sunny
,20850,3,3,,58,sunny
,France,2,2,,58,sunny
,10044,3,3,,58,sunny
,11207,2,2,,58,sunny
,11201,3,3,,58,sunny
,11385,5,5,,58,sunny
,10456,2,2,,58,sunny
,11201,2,2,,58,sunny
,92116,4,,4,58,sunny
,11201,2,,2,58,sunny
,11201,3,,3,58,sunny
,11704,6,6,,58,sunny
,10025,3,3,,58,sunny
,11374,2,2,,58,sunny
,10025,3,3,,58,sunny
,11215,3,1,2,58,sunny
,11201,2,,2,58,sunny
,11201,2,,2,58,sunny
,11201,2,,2,58,sunny
,11201,3,,3,58,sunny
,11201,4,,4,58,sunny
,7043,6,6,,58,sunny
,11231,2,2,,58,sunny
,11206,3,3,,58,sunny
,11201,2,,2,58,sunny
,11201,2,2,,58,sunny
,11201,2,,2,58,sunny
,11201,2,,2,58,sunny
,11730,2,2,,58,sunny
,11201,2,,2,58,sunny
,10028,6,6,,58,sunny
,11201,1,,1,58,sunny
11/15/2016,11201,3,,3,52,cloudy
,11201,13,6,7,52,cloudy
,11201,2,,2,52,cloudy
,11201,2,,2,52,cloudy
,Argentina ,2,2,,52,cloudy
,11201,2,,2,52,cloudy
,11201,2,,2,52,cloudy
,11201,3,,3,52,cloudy
,11201,5,2,3,52,cloudy
11/17/2016,malaysia,2,2,,61,cloudy
,11201,2,,2,61,cloudy
,11201,2,,2,61,cloudy
,11201,2,,2,61,cloudy
,11201,4,,4,61,cloudy
,14617,2,2,,61,cloudy
,10016,3,,3,61,cloudy
,11201,2,,2,61,cloudy
,11221,1,1,,61,cloudy
,11201,2,2,,61,cloudy
,11201,5,,5,61,cloudy
11/19/2016,10453,2,,2,60,sunny
,11215,3,,3,60,sunny
,11207,2,2,,60,sunny
,11201,2,,2,60,sunny
,11201,3,,3,60,sunny
,92024,5,5,,60,sunny
,11209,1,1,,60,sunny
,11201,2,2,,60,sunny
,11215,1,1,,60,sunny
,10034,3,3,,60,sunny
,11201,3,3,,60,sunny
,11201,4,,4,60,sunny
,11214,4,4,,60,sunny
,11201,2,,2,60,sunny
,11201,3,,3,60,sunny
,11201,4,,4,60,sunny
,11201,2,,2,60,sunny
,11201,7,,7,60,sunny
,11235,4,,4,60,sunny
,11201,3,3,,60,sunny
,11201,3,,3,60,sunny
,11231,2,2,,60,sunny
,11201,4,,4,60,sunny
,Portugal,4,4,,60,sunny
,11222,3,3,,60,sunny
,11232,4,4,,60,sunny
,11231,3,3,,60,sunny
,11201,2,,2,60,sunny
,11201,2,,2,60,sunny
,11231,4,,4,60,sunny
,80308,1,1,,60,sunny
,11231,3,3,,60,sunny
,10032,2,2,,60,sunny
,11201,2,2,,60,sunny
,11201,5,5,,60,sunny
,11201,3,,3,60,sunny
,11203,3,3,,60,sunny
,11205,2,2,,60,sunny
,Canada,3,3,,60,sunny
,11215,8,8,,60,sunny
,11209,3,3,,60,sunny
,11238,2,2,,60,sunny
11/20/2016,11230,3,,3,41,cloudy
,11208,3,3,,41,cloudy
,11201,2,2,,41,cloudy
,11201,1,1,,41,cloudy
,11201,2,,2,41,cloudy
11/22/2016,11201,3,,3,42,cloudy 
,11231,3,3,,,
,Korea,4,4,,,
,11201,2,1,1,,
,11201,2,,2,,
,11201,2,,2,,
,11201,2,,2,,
,11201,3,,3,,
,11201,3,,3,,
11/29/2016,11201,2,,2,58,raining 
,11201,3,,3,58,raining 
,11201,2,,2,58,raining 
,11201,2,,2,58,raining 
12/1/2016,11201,6,,6,49,cloudy
,11201,2,,2,,
,11201,2,,2,,
,11202,3,,3,,
,11201,2,,2,,
,11201,2,,2,,
,,17,,17,,
12/3/2016,11201,1,,1,47,sunny
,11201,2,,2,,
,11201,2,,2,,
,11201,2,1,1,,
,11249,2,2,,,
,11217,2,2,,,
,11201,2,,2,,
,11201,2,,2,,
